business_name,tiktok_like_range_month_m,tiktok_view_range_month_m,tiktok_comment_range_month_m,tiktok_like_range_month_m_1,tiktok_comment_range_month_m_1,tiktok_view_range_month_m_1
Laughing Monk Cafe l Omakase & Tasting Box Togo,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Laughing Monk Cafe l Omakase & Tasting Box Togo,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(2.5, 61.25]","(-0.001, 2.0]","(256.625, 1633.0]"
Banyan Bar + Refuge,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Banyan Bar + Refuge,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(61.25, 31200.0]","(2.0, 197.0]","(1633.0, 408000.0]"
Banyan Bar + Refuge,"(61.25, 31200.0]","(1633.0, 408000.0]","(2.0, 197.0]","(61.25, 31200.0]","(2.0, 197.0]","(1633.0, 408000.0]"
Banyan Bar + Refuge,"(61.25, 31200.0]","(1633.0, 408000.0]","(2.0, 197.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Banyan Bar + Refuge,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(2.5, 61.25]","(-0.001, 2.0]","(256.625, 1633.0]"
April 23 Cafe,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(61.25, 31200.0]","(-0.001, 2.0]","(256.625, 1633.0]"
April 23 Cafe,"(61.25, 31200.0]","(256.625, 1633.0]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
April 23 Cafe,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(61.25, 31200.0]","(2.0, 197.0]","(256.625, 1633.0]"
April 23 Cafe,"(61.25, 31200.0]","(256.625, 1633.0]","(2.0, 197.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
April 23 Cafe,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Umami Omakase,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Umami Omakase,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(2.5, 61.25]","(-0.001, 2.0]","(256.625, 1633.0]"
Umami Omakase,"(2.5, 61.25]","(256.625, 1633.0]","(-0.001, 2.0]","(2.5, 61.25]","(-0.001, 2.0]","(256.625, 1633.0]"
Umami Omakase,"(2.5, 61.25]","(256.625, 1633.0]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Umami Omakase,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(61.25, 31200.0]","(2.0, 197.0]","(1633.0, 408000.0]"
Kavaneo Taverana,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(61.25, 31200.0]","(2.0, 197.0]","(1633.0, 408000.0]"
Kavaneo Taverana,"(61.25, 31200.0]","(1633.0, 408000.0]","(2.0, 197.0]","(2.5, 61.25]","(-0.001, 2.0]","(256.625, 1633.0]"
Kavaneo Taverana,"(2.5, 61.25]","(256.625, 1633.0]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Kavaneo Taverana,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(2.5, 61.25]","(2.0, 197.0]","(256.625, 1633.0]"
Kavaneo Taverana,"(2.5, 61.25]","(256.625, 1633.0]","(2.0, 197.0]","(2.5, 61.25]","(2.0, 197.0]","(256.625, 1633.0]"
Tiger Sugar,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(61.25, 31200.0]","(2.0, 197.0]","(1633.0, 408000.0]"
Tiger Sugar,"(61.25, 31200.0]","(1633.0, 408000.0]","(2.0, 197.0]","(2.5, 61.25]","(-0.001, 2.0]","(256.625, 1633.0]"
Tiger Sugar,"(2.5, 61.25]","(256.625, 1633.0]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Tiger Sugar,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(2.5, 61.25]","(2.0, 197.0]","(256.625, 1633.0]"
Tiger Sugar,"(2.5, 61.25]","(256.625, 1633.0]","(2.0, 197.0]","(2.5, 61.25]","(2.0, 197.0]","(256.625, 1633.0]"
Mooo Seaport,"(61.25, 31200.0]","(1633.0, 408000.0]","(2.0, 197.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Mooo Seaport,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(61.25, 31200.0]","(2.0, 197.0]","(1633.0, 408000.0]"
Mooo Seaport,"(61.25, 31200.0]","(1633.0, 408000.0]","(2.0, 197.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Mooo Seaport,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(2.5, 61.25]","(-0.001, 2.0]","(256.625, 1633.0]"
Mooo Seaport,"(2.5, 61.25]","(256.625, 1633.0]","(-0.001, 2.0]","(2.5, 61.25]","(-0.001, 2.0]","(256.625, 1633.0]"
Uni Boston,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(61.25, 31200.0]","(-0.001, 2.0]","(1633.0, 408000.0]"
Uni Boston,"(61.25, 31200.0]","(1633.0, 408000.0]","(-0.001, 2.0]","(2.5, 61.25]","(-0.001, 2.0]","(256.625, 1633.0]"
Uni Boston,"(2.5, 61.25]","(256.625, 1633.0]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Uni Boston,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Uni Boston,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Bartaco,"(2.5, 61.25]","(1633.0, 408000.0]","(2.0, 197.0]","(2.5, 61.25]","(2.0, 197.0]","(256.625, 1633.0]"
Bartaco,"(2.5, 61.25]","(256.625, 1633.0]","(2.0, 197.0]","(61.25, 31200.0]","(2.0, 197.0]","(1633.0, 408000.0]"
Bartaco,"(61.25, 31200.0]","(1633.0, 408000.0]","(2.0, 197.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Bartaco,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Bartaco,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(2.5, 61.25]","(-0.001, 2.0]","(256.625, 1633.0]"
Tsurutontan East,"(2.5, 61.25]","(256.625, 1633.0]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Tsurutontan East,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(2.5, 61.25]","(-0.001, 2.0]","(256.625, 1633.0]"
Tsurutontan East,"(2.5, 61.25]","(256.625, 1633.0]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Tsurutontan East,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(61.25, 31200.0]","(2.0, 197.0]","(1633.0, 408000.0]"
Tsurutontan East,"(61.25, 31200.0]","(1633.0, 408000.0]","(2.0, 197.0]","(2.5, 61.25]","(-0.001, 2.0]","(256.625, 1633.0]"
The Daily Catch,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(61.25, 31200.0]","(-0.001, 2.0]","(1633.0, 408000.0]"
The Daily Catch,"(61.25, 31200.0]","(1633.0, 408000.0]","(-0.001, 2.0]","(61.25, 31200.0]","(2.0, 197.0]","(1633.0, 408000.0]"
The Daily Catch,"(61.25, 31200.0]","(1633.0, 408000.0]","(2.0, 197.0]","(2.5, 61.25]","(-0.001, 2.0]","(-0.001, 256.625]"
The Daily Catch,"(2.5, 61.25]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
The Daily Catch,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Sugar & Spice ,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Sugar & Spice ,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Sugar & Spice ,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Sugar & Spice ,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(61.25, 31200.0]","(2.0, 197.0]","(1633.0, 408000.0]"
Sugar & Spice ,"(61.25, 31200.0]","(1633.0, 408000.0]","(2.0, 197.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Saloniki Greek,"(2.5, 61.25]","(256.625, 1633.0]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Saloniki Greek,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Saloniki Greek,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Saloniki Greek,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(2.5, 61.25]","(-0.001, 2.0]","(256.625, 1633.0]"
Saloniki Greek,"(2.5, 61.25]","(256.625, 1633.0]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Red Lentil watertown,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Red Lentil watertown,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Red Lentil watertown,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Red Lentil watertown,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Red Lentil watertown,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
PURO ceviche bar,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(61.25, 31200.0]","(2.0, 197.0]","(1633.0, 408000.0]"
PURO ceviche bar,"(61.25, 31200.0]","(1633.0, 408000.0]","(2.0, 197.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
PURO ceviche bar,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(2.5, 61.25]","(-0.001, 2.0]","(256.625, 1633.0]"
PURO ceviche bar,"(2.5, 61.25]","(256.625, 1633.0]","(-0.001, 2.0]","(2.5, 61.25]","(-0.001, 2.0]","(256.625, 1633.0]"
PURO ceviche bar,"(2.5, 61.25]","(256.625, 1633.0]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Parla,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Parla,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Parla,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Parla,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(61.25, 31200.0]","(2.0, 197.0]","(1633.0, 408000.0]"
Parla,"(61.25, 31200.0]","(1633.0, 408000.0]","(2.0, 197.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Temazcal Tequila Cantina,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(2.5, 61.25]","(-0.001, 2.0]","(256.625, 1633.0]"
Temazcal Tequila Cantina,"(2.5, 61.25]","(256.625, 1633.0]","(-0.001, 2.0]","(2.5, 61.25]","(-0.001, 2.0]","(256.625, 1633.0]"
Temazcal Tequila Cantina,"(2.5, 61.25]","(256.625, 1633.0]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Temazcal Tequila Cantina,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(61.25, 31200.0]","(-0.001, 2.0]","(256.625, 1633.0]"
Temazcal Tequila Cantina,"(61.25, 31200.0]","(256.625, 1633.0]","(-0.001, 2.0]","(2.5, 61.25]","(-0.001, 2.0]","(256.625, 1633.0]"
Citrus & Salt,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Citrus & Salt,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(2.5, 61.25]","(-0.001, 2.0]","(256.625, 1633.0]"
Citrus & Salt,"(2.5, 61.25]","(256.625, 1633.0]","(-0.001, 2.0]","(61.25, 31200.0]","(-0.001, 2.0]","(1633.0, 408000.0]"
Citrus & Salt,"(61.25, 31200.0]","(1633.0, 408000.0]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Citrus & Salt,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
La Colombe Coffee Roasters,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
La Colombe Coffee Roasters,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
La Colombe Coffee Roasters,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
La Colombe Coffee Roasters,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(61.25, 31200.0]","(2.0, 197.0]","(1633.0, 408000.0]"
La Colombe Coffee Roasters,"(61.25, 31200.0]","(1633.0, 408000.0]","(2.0, 197.0]","(61.25, 31200.0]","(2.0, 197.0]","(1633.0, 408000.0]"
Ruckus,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Ruckus,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Ruckus,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Ruckus,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Ruckus,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Area Four,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Area Four,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Area Four,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(61.25, 31200.0]","(-0.001, 2.0]","(256.625, 1633.0]"
Area Four,"(61.25, 31200.0]","(256.625, 1633.0]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Area Four,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Toro Boston,"(2.5, 61.25]","(256.625, 1633.0]","(-0.001, 2.0]","(61.25, 31200.0]","(-0.001, 2.0]","(1633.0, 408000.0]"
Toro Boston,"(61.25, 31200.0]","(1633.0, 408000.0]","(-0.001, 2.0]","(61.25, 31200.0]","(-0.001, 2.0]","(1633.0, 408000.0]"
Toro Boston,"(61.25, 31200.0]","(1633.0, 408000.0]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Toro Boston,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Toro Boston,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(61.25, 31200.0]","(-0.001, 2.0]","(1633.0, 408000.0]"
George Howell Coffee,"(2.5, 61.25]","(1633.0, 408000.0]","(-0.001, 2.0]","(2.5, 61.25]","(-0.001, 2.0]","(256.625, 1633.0]"
George Howell Coffee,"(2.5, 61.25]","(256.625, 1633.0]","(-0.001, 2.0]","(2.5, 61.25]","(-0.001, 2.0]","(256.625, 1633.0]"
George Howell Coffee,"(2.5, 61.25]","(256.625, 1633.0]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
George Howell Coffee,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
George Howell Coffee,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(2.5, 61.25]","(-0.001, 2.0]","(256.625, 1633.0]"
Bar Mezzana,"(2.5, 61.25]","(256.625, 1633.0]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Bar Mezzana,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(2.5, 61.25]","(2.0, 197.0]","(256.625, 1633.0]"
Bar Mezzana,"(2.5, 61.25]","(256.625, 1633.0]","(2.0, 197.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Bar Mezzana,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(2.5, 61.25]","(-0.001, 2.0]","(256.625, 1633.0]"
Bar Mezzana,"(2.5, 61.25]","(256.625, 1633.0]","(-0.001, 2.0]","(2.5, 61.25]","(2.0, 197.0]","(256.625, 1633.0]"
Ink Block Boston,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Ink Block Boston,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Ink Block Boston,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Ink Block Boston,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Ink Block Boston,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Oishii Boston,"(2.5, 61.25]","(256.625, 1633.0]","(-0.001, 2.0]","(61.25, 31200.0]","(2.0, 197.0]","(1633.0, 408000.0]"
Oishii Boston,"(61.25, 31200.0]","(1633.0, 408000.0]","(2.0, 197.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Oishii Boston,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Oishii Boston,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(2.5, 61.25]","(-0.001, 2.0]","(256.625, 1633.0]"
Oishii Boston,"(2.5, 61.25]","(256.625, 1633.0]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Crudo Boston,"(2.5, 61.25]","(256.625, 1633.0]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Crudo Boston,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Crudo Boston,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Crudo Boston,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Crudo Boston,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(2.5, 61.25]","(-0.001, 2.0]","(256.625, 1633.0]"
Meimei dumplings,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Meimei dumplings,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Meimei dumplings,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Meimei dumplings,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(2.5, 61.25]","(2.0, 197.0]","(256.625, 1633.0]"
Meimei dumplings,"(2.5, 61.25]","(256.625, 1633.0]","(2.0, 197.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Paramount Southie,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Paramount Southie,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Paramount Southie,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Paramount Southie,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Paramount Southie,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Teado Central,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Teado Central,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Teado Central,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Teado Central,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Teado Central,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Trade Boston,"(2.5, 61.25]","(256.625, 1633.0]","(-0.001, 2.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Trade Boston,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(2.5, 61.25]","(2.0, 197.0]","(256.625, 1633.0]"
Trade Boston,"(2.5, 61.25]","(256.625, 1633.0]","(2.0, 197.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
Trade Boston,"(-0.001, 2.5]","(-0.001, 256.625]","(-0.001, 2.0]","(2.5, 61.25]","(2.0, 197.0]","(256.625, 1633.0]"
Trade Boston,"(2.5, 61.25]","(256.625, 1633.0]","(2.0, 197.0]","(-0.001, 2.5]","(-0.001, 2.0]","(-0.001, 256.625]"
